2023-10-09 20:35:19,954 INFO m.ApplicationManager [ApplicationManager.java:31] Test started on Chrome
2023-10-09 20:35:20,652 INFO m.ApplicationManager [ApplicationManager.java:38] Navigated to the link ---> https://telranedu.web.app/home
2023-10-09 20:35:20,704 INFO t.TestBase [TestBase.java:27] Started test ----> addNewContactPositive
2023-10-09 20:35:20,705 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //*[.='Sign Out']
2023-10-09 20:35:23,772 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //*[.='Sign Out'] is found
2023-10-09 20:35:23,775 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //*[.='LOGIN']
2023-10-09 20:35:23,796 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //*[.='LOGIN'] is found
2023-10-09 20:35:23,892 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //input[1]
2023-10-09 20:35:23,943 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //input[1] is found
2023-10-09 20:35:24,121 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //input[2]
2023-10-09 20:35:24,144 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //input[2] is found
2023-10-09 20:35:24,293 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //button[1]
2023-10-09 20:35:24,306 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //button[1] is found
2023-10-09 20:35:24,354 INFO m.NGListener [NGListener.java:16] Start of the test ---> addNewContactPositive
2023-10-09 20:35:24,361 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //a[.='ADD']
2023-10-09 20:35:25,337 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //a[.='ADD'] is found
2023-10-09 20:35:25,437 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='Name']
2023-10-09 20:35:25,478 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='Name'] is found
2023-10-09 20:35:25,658 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='Last Name']
2023-10-09 20:35:25,693 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='Last Name'] is found
2023-10-09 20:35:25,887 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='Phone']
2023-10-09 20:35:25,908 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='Phone'] is found
2023-10-09 20:35:26,071 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='email']
2023-10-09 20:35:26,108 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='email'] is found
2023-10-09 20:35:26,279 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='Address']
2023-10-09 20:35:26,314 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='Address'] is found
2023-10-09 20:35:26,772 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='description']
2023-10-09 20:35:26,940 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='description'] is found
2023-10-09 20:35:27,348 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //button[.='Save']
2023-10-09 20:35:27,408 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //button[.='Save'] is found
2023-10-09 20:35:27,857 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //div[@class = 'contact-item_card__2SOIM'][last()]//h3
2023-10-09 20:35:29,027 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //div[@class = 'contact-item_card__2SOIM'][last()]//h3 is found
2023-10-09 20:35:29,132 INFO m.NGListener [NGListener.java:22] Success test ---> addNewContactPositive
2023-10-09 20:35:29,135 INFO t.TestBase [TestBase.java:32] Finished test ----> addNewContactPositive
2023-10-09 20:35:29,135 INFO t.TestBase [TestBase.java:33] ==============================================================
2023-10-09 20:35:29,138 INFO t.TestBase [TestBase.java:27] Started test ----> addNewContactPositive
2023-10-09 20:35:29,139 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //*[.='Sign Out']
2023-10-09 20:35:29,337 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //*[.='Sign Out'] is found
2023-10-09 20:35:29,340 INFO m.NGListener [NGListener.java:16] Start of the test ---> addNewContactPositive
2023-10-09 20:35:29,341 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.xpath: //a[.='ADD']
2023-10-09 20:35:29,711 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.xpath: //a[.='ADD'] is found
2023-10-09 20:35:30,285 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='Name']
2023-10-09 20:35:30,323 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='Name'] is found
2023-10-09 20:35:30,889 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='Last Name']
2023-10-09 20:35:30,907 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='Last Name'] is found
2023-10-09 20:35:31,092 INFO m.WDListener [WDListener.java:21] Start searching element by locator ---> By.cssSelector: [placeholder='Phone']
2023-10-09 20:35:31,109 INFO m.WDListener [WDListener.java:27] Element with locator ---> By.cssSelector: [placeholder='Phone'] is found
